bay,year,date,water_depth_m,sub_depth_m,water_temp,salinty,substrate,grass_cover,shoot_length,seaweed_percent,mussels_pres,gastropods_pres,seastar_pres,caprellidshrimp_pres,telemessus_crab_pres,sponge_pres,Comments
Kinzarof,2008,8/9/2008,0.39, ,13.9,31.7,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.39, ,13.9,31.7,sand,0,,20,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.39, ,13.9,31.7,sand,0,,1,0,0,0, ,0,0,
Kinzarof,2008,8/7/2008,0.77,0,12.4,29.8,sand,0,,5,0,0,0, ,0,0,SCALLOP AND MACOMA SHELLS PRESENT.
Kinzarof,2008,8/7/2008,0.77,0,12.4,29.8,sand,0,,5,0,0,0, ,0,0,SCALLOP AND MACOMA SHELLS PRESENT.
Kinzarof,2008,8/7/2008,0.77,0,12.4,29.8,sand,0,,5,0,0,0, ,0,0,SCALLOP AND MACOMA SHELLS PRESENT.
Kinzarof,2008,8/7/2008,0.77,0,12.4,29.8,sand,0,,5,0,0,0, ,1,0,SCALLOP AND MACOMA SHELLS PRESENT.
Kinzarof,2008,8/7/2008,0.74,0,13,29.9,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2008,8/7/2008,0.74,0,13,29.9,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2008,8/7/2008,0.74,0,13,29.9,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2008,8/7/2008,0.74,0,13,29.9,sand,0,,1,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.56,0,11.4,29.9,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.56,0,11.4,29.9,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.56,0,11.4,29.9,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.56,0,11.4,29.9,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2008,8/7/2008,0.31,0,15.5,29.5,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2008,8/8/2008,2,0,13.3,29.8,sand,0,,60,0,0,0, ,1,0,"TOO DEEP FOR QUAD WATER CLEAR, % ARE FOR TOTAL AREA."
Kinzarof,2008,8/8/2008,2,0,13.3,29.8,sand,0,,60,0,0,0, ,1,0,"TOO DEEP FOR QUAD WATER CLEAR, % ARE FOR TOTAL AREA."
Kinzarof,2008,8/8/2008,2,0,13.3,29.8,sand,0,,60,0,0,0, ,1,0,"TOO DEEP FOR QUAD WATER CLEAR, % ARE FOR TOTAL AREA."
Kinzarof,2008,8/8/2008,2,0,13.3,29.8,sand,0,,60,0,0,0, ,1,0,"TOO DEEP FOR QUAD WATER CLEAR, % ARE FOR TOTAL AREA."
Kinzarof,2008,8/8/2008,2.44,0,15.3,31.1,sand,0,,100, ,0,0, ,0,0,EPIPHYTES ON BLADES.
Kinzarof,2008,8/8/2008,2.44,0,15.3,31.1,sand,0,,100, ,0,0, ,0,0,EPIPHYTES ON BLADES.
Kinzarof,2008,8/8/2008,1.05,0,9.9,30.2,sand,0,,45,0,0,0, ,0,0,
Kinzarof,2008,8/8/2008,1.05,0,9.9,30.2,sand,0,,20,0,0,0, ,0,0,
Kinzarof,2008,8/8/2008,1.05,0,9.9,30.2,sand,0,,45,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.3,0,16.3,30,sand,0,,1,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.3,0,16.3,30,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.3,0,16.3,30,sand,0,,1,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.3,0,16.3,30,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2008,8/8/2008,1.12,0,13.9,29.7,sand,0,,25,0,0,0, ,0,1,RE-VISIT TO ASSESS SEAWEEDS/ROTOLITHS.
Kinzarof,2008,8/8/2008,1.12,0,13.9,29.7,sand,0,,30,0,0,0, ,0,1,RE-VISIT TO ASSESS SEAWEEDS/ROTOLITHS.
Kinzarof,2008,8/8/2008,1.12,0,13.9,29.7,sand,0,,25,0,0,0, ,0,1,RE-VISIT TO ASSESS SEAWEEDS/ROTOLITHS.
Kinzarof,2008,8/8/2008,1.12,0,13.9,29.7,sand,0,,60,0,0,0, ,0,1,RE-VISIT TO ASSESS SEAWEEDS/ROTOLITHS.
Kinzarof,2008,8/8/2008,0.97,0,10.4,30.2,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2008,8/8/2008,0.97,0,10.4,30.2,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2008,8/8/2008,0.97,0,10.4,30.2,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.29,0,15.9,30,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.29,0,15.9,30,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.29,0,15.9,30,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,0.29,0,15.9,30,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2008,8/8/2008,0.28,0,23,30.1,sand,0,,0,0,0,0, ,0,0,SMALL TUFTS OF EELGRASS IN AREA.
Kinzarof,2008,8/8/2008,0.28,0,23,30.1,sand,0,,1,0,0,0, ,0,0,SMALL TUFTS OF EELGRASS IN AREA.
Kinzarof,2008,8/8/2008,0.28,0,23,30.1,sand,0,,0,0,0,0, ,0,0,SMALL TUFTS OF EELGRASS IN AREA.
Kinzarof,2008,8/8/2008,0.28,0,23,30.1,sand,0,,0,0,0,0, ,0,0,SMALL TUFTS OF EELGRASS IN AREA.
Kinzarof,2008,8/8/2008,1.86,0,14.6,31.1,sand,0,,100,0,0,0, ,0,0,EPIPHYTES ON BLADES.
Kinzarof,2008,8/8/2008,1.86,0,14.6,31.1,sand,0,,100,0,0,0, ,0,0,EPIPHYTES ON BLADES.
Kinzarof,2008,8/8/2008,1.02,0,11.3,30.2,sand,0,,1,0,0,0, ,0,0,
Kinzarof,2008,8/8/2008,1.02,0,11.3,30.2,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2008,8/8/2008,1.02,0,11.3,30.2,sand,0,,1,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,1.78,0,15,29.2,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,1.78,0,15,29.2,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,1.78,0,15,29.2,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,1.78,0,15,29.2,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,2.1,0,14.4,29.5,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,2.1,0,14.4,29.5,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,2.1,0,14.4,29.5,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2008,8/9/2008,2.1,0,14.4,29.5,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2008,8/7/2008,0.95,0,10.8,30.2,sand,0,,30,0,0,0, ,0,0,
Kinzarof,2008,8/14/2008,1.09, ,12.2,29.7,sand,0,,80,0,0,0, ,0,0,SEE BOOK FOR NOTES.
Kinzarof,2008,8/14/2008,1.09, ,12.2,29.7,sand,0,,70,0,0,0, ,0,0,SEE BOOK FOR NOTES.
Kinzarof,2008,8/14/2008,1.09, ,12.2,29.7,sand,0,,90,0,0,0, ,0,0,SEE BOOK FOR NOTES.
Kinzarof,2008,8/14/2008,1.09, ,12.2,29.7,sand,0,,60,0,0,0, ,0,0,SEE BOOK FOR NOTES.
Kinzarof,2008,8/7/2008,0.15,0,17.1,28.9,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2008,8/7/2008,0.15,0,17.1,28.9,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2008,8/7/2008,0.15,0,17.1,28.9,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2008,8/7/2008,0.15,0,17.1,28.9,sand,0,,5,0,0,0, ,0,0,ALGAE ATTACHED TO EELGRASS LEAVES.
Kinzarof,2008,8/9/2008,1.92,0,14.6,29.5,sand,0,,100, ,0,0, ,0,0,1 SMALL TUFT OF EELGRASS IN AREA.
Kinzarof,2008,8/9/2008,1.92,0,14.6,29.5,sand,0,,100, ,0,0, ,0,0,2 SMALL TUFT OF EELGRASS IN AREA.
Kinzarof,2008,8/9/2008,1.92,0,14.6,29.5,sand,0,,100, ,0,0, ,0,0,3 SMALL TUFT OF EELGRASS IN AREA.
Kinzarof,2008,8/9/2008,1.92,0,14.6,29.5,sand,0,,100, ,0,0, ,0,0,4 SMALL TUFT OF EELGRASS IN AREA.
Kinzarof,2008,8/9/2008,0.54,0,16.7,28.6,sand,0,,65,0,0,0, ,0,0,NO EELGRASS IN PLOT.
Kinzarof,2008,8/9/2008,0.54,0,16.7,28.6,sand,0,,20,0,0,0, ,0,0,NO EELGRASS IN PLOT.
Kinzarof,2008,8/9/2008,0.54,0,16.7,28.6,sand,0,,30,0,0,0, ,0,0,NO EELGRASS IN PLOT.
Kinzarof,2008,8/9/2008,0.54,0,16.7,28.6,sand,0,,30,0,0,0, ,0,0,NO EELGRASS IN PLOT.
Kinzarof,2008,8/8/2008,2.02,6,14.5,29.8,sand,0,,100,0,0,0, ,0,0,TOO DEEP TO PUT QUAD DOWN.
Kinzarof,2008,8/8/2008,2.02,6,14.5,29.8,sand,0,,100,0,0,0, ,0,0,TOO DEEP TO PUT QUAD DOWN.
Kinzarof,2008,8/8/2008,2.02,6,14.5,29.8,sand,0,,100,0,0,0, ,0,0,TOO DEEP TO PUT QUAD DOWN.
Kinzarof,2008,8/8/2008,2.02,6,14.5,29.8,sand,0,,100,0,0,0, ,0,0,TOO DEEP TO PUT QUAD DOWN.
Kinzarof,2008,8/7/2008,1.81,2,14.6,30,sand,0,,0,0,0,0, ,0,0,NO EELGRASS PRESENT.
Kinzarof,2008,8/7/2008,1.81,2,14.6,30,sand,0,,0,0,0,0, ,0,0,NO EELGRASS PRESENT.
Kinzarof,2008,8/7/2008,1.81,2,14.6,30,sand,0,,0,0,0,0, ,0,0,NO EELGRASS PRESENT.
Kinzarof,2008,8/7/2008,1.81,2,14.6,30,sand,0,,0,0,0,0, ,0,0,NO EELGRASS PRESENT.
Kinzarof,2009,8/18/2009,0.8,0,10.7,26.4,sand,0,,20,0,0,0, ,0,0,broken shells in substrate
Kinzarof,2009,8/18/2009,0.8,0,10.7,26.4,sand,0,,30,0,0,0, ,0,0,
Kinzarof,2009,8/18/2009,0.8,0,10.7,26.4,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/18/2009,0.8,0,10.7,26.4,sand,0,,70,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.74,0,10.5,26.1,sand,0,,15,0,0,0, ,0,0,"2cm hermit crab, shells in substrate"
Kinzarof,2009,8/9/2009,0.74,0,10.5,26.1,sand,0,,5,0,0,0, ,1,0,
Kinzarof,2009,8/9/2009,0.74,0,10.5,26.1,sand,0,,15,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.74,0,10.5,26.1,sand,0,,15,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.61,0,10.9,26.1,sand,0,,20,0,0,0, ,1,0,"5-10 hermit crabs in all, and amphipods in all, and broken s"
Kinzarof,2009,8/9/2009,0.61,0,10.9,26.1,sand,0,,10,0,0,0, ,1,0,
Kinzarof,2009,8/9/2009,0.61,0,10.9,26.1,sand,0,,30,0,0,0, ,1,0,
Kinzarof,2009,8/9/2009,0.61,0,10.9,26.1,sand,0,,20,0,0,0, ,1,0,
Kinzarof,2009,8/9/2009,0.62,0,10.4,26.2,sand,0,,0,0,0,0, ,0,0,broken shells in all
Kinzarof,2009,8/9/2009,0.62,0,10.4,26.2,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.62,0,10.4,26.2,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.62,0,10.4,26.2,sand,0,,1,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.87,0,11.6,25.8,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.87,0,11.6,25.8,sand,0,,10,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.72,0,11.1,25.8,sand,0,,10,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.72,0,11.1,25.8,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.72,0,11.1,25.8,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.72,0,11.1,25.8,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.74,0,10.8,26,sand,0,,10,0,0,0, ,0,0,broken shells in all
Kinzarof,2009,8/9/2009,0.74,0,10.8,26,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.74,0,10.8,26,sand,0,,10,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.74,0,10.8,26,sand,0,,15,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.76,0,11.1,25.9,sand,0,,1,0,0,0, ,0,0,broken shells in all
Kinzarof,2009,8/9/2009,0.76,0,11.1,25.9,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.76,0,11.1,25.9,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.91,0,10.8,25.9,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.91,0,10.8,25.9,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.91,0,10.8,25.9,sand,0,,1,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.91,0,10.8,25.9,sand,0,,1,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.62,0,10.7,26.1,sand,0,,0,0,0,0, ,0,0,broken shells in all
Kinzarof,2009,8/9/2009,0.62,0,10.7,26.1,sand,0,,10,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.62,0,10.7,26.1,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.62,0,10.7,26.1,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.44, ,12.3,23.4,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.44, ,12.3,23.4,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.44, ,12.3,23.4,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.44, ,12.3,23.4,sand,0,,100,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.48,0,10.2,26.3,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.48,0,10.2,26.3,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.48,0,10.2,26.3,sand,0,,15,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.48,0,10.2,26.3,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.59,0,10.8,26.1,sand,0,,1,0,0,0, ,0,0,broken shells
Kinzarof,2009,8/9/2009,0.59,0,10.8,26.1,sand,0,,1,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.59,0,10.8,26.1,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.59,0,10.8,26.1,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.57,0,11.3,26,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.57,0,11.3,26,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.57,0,11.3,26,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/9/2009,0.57,0,11.3,26,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/11/2009,0.65,20,12.2,25.6,sand,0,,25,0,0,0, ,0,0,
Kinzarof,2009,8/11/2009,0.65,20,12.2,25.6,sand,0,,30,0,0,0, ,0,0,
Kinzarof,2009,8/11/2009,0.65,20,12.2,25.6,sand,0,,25,0,0,0, ,0,0,
Kinzarof,2009,8/11/2009,0.65,20,12.2,25.6,sand,0,,35,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.51,0,10.2,26.3,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.51,0,10.2,26.3,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.51,0,10.2,26.3,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.51,0,10.2,26.3,sand,0,,10,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.59,0,11.4,26.2,sand,0,,20,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.59,0,11.4,26.2,sand,0,,10,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.59,0,11.4,26.2,sand,0,,10,0,0,0, ,1,0,
Kinzarof,2009,8/10/2009,0.59,0,11.4,26.2,sand,0,,15,0,0,0, ,0,0,
Kinzarof,2009,8/11/2009,2.38,0,12.6,25.9,sand,0,,85,0,0,0, ,0,0,
Kinzarof,2009,8/11/2009,2.38,0,12.6,25.9,sand,0,,65,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.4,1, , ,sand,0,,50,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.4,1, , ,sand,0,,60,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.4,1, , ,sand,0,,60,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.4,1, , ,sand,0,,60,0,0,0, ,0,0,
Kinzarof,2009,8/18/2009,0.52,0,12.8,26.8,sand,0,,20,0,0,0, ,0,0,"small clumps of ZM in area, lots of sediment on the seaweed"
Kinzarof,2009,8/18/2009,0.52,0,12.8,26.8,sand,0,,15,0,0,0, ,0,0,
Kinzarof,2009,8/18/2009,0.52,0,12.8,26.8,sand,0,,0,0,0,0, ,0,0,
Kinzarof,2009,8/18/2009,0.52,0,12.8,26.8,sand,0,,2,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.52,1, , ,sand,0,,10,0,0,0, ,0,0,tubeworms and dead bivalves present
Kinzarof,2009,8/10/2009,0.52,1, , ,sand,0,,5,0,0,0, ,0,0,
Kinzarof,2009,8/10/2009,0.52,1, , ,sand,0,,10,0,0,0, ,0,0,
Kinzarof,2010,8/28/2010,0.95,1,10.6,28.1,sand,0,,1,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.95,1,10.6,28.1,sand,0,,0,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.95,1,10.6,28.1,sand,0,,5,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.71,0,11.2,28,sand,0,,1,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.71,0,11.2,28,sand,0,,1,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.71,0,11.2,28,sand,0,,5,0,0,0,0,0,0,
Kinzarof,2010,8/18/2010,0.18,1, , ,sand,0,,0,0,0,0,0,0,0,no Zm in the area
Kinzarof,2010,8/18/2010,0.18,1, , ,sand,0,,0,0,0,0,0,0,0,no Zm in the area
Kinzarof,2010,8/18/2010,0.18,1, , ,sand,0,,0,0,0,0,0,0,0,no Zm in the area
Kinzarof,2010,8/18/2010,0.18,1, , ,sand,0,,0,0,0,0,0,0,0,no Zm in the area
Kinzarof,2010,8/3/2010,0.89,2,11.9,27.3,sand,0,,10,0,0,0,0,0,0,Shrimp
Kinzarof,2010,8/3/2010,0.89,2,11.9,27.3,sand,0,,10,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.89,2,11.9,27.3,sand,0,,5,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.89,2,11.9,27.3,sand,0,,2,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.75,1,10.6,28.1,sand,0,,5,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.75,1,10.6,28.1,sand,0,,2,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.75,1,10.6,28.1,sand,0,,0,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.75,1,10.6,28.1,sand,0,,0.5,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.68,1,11.2,28,sand,0,,2,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.68,1,11.2,28,sand,0,,2,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.68,1,11.2,28,sand,0,,2,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.68,1,11.2,28,sand,0,,2,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.8,1,11.4,28,sand,0,,0,0,0,0,0,0,0,
Kinzarof,2010,8/28/2010,0.8,1,11.4,28,sand,0,,2,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.72,1,11.4,27.7,sand,0,,30,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.72,1,11.4,27.7,sand,0,,20,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.72,1,11.4,27.7,sand,0,,20,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.72,1,11.4,27.7,sand,0,,10,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.82,0,11.7,27.6,sand,0,,1,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.82,0,11.7,27.6,sand,0,,10,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.82,0,11.7,27.6,sand,0,,2,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.82,0,11.7,27.6,sand,0,,2,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.74,0,12,27.4,sand,0,,10,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.74,0,12,27.4,sand,0,,5,0,0,0,0,0,0,
Kinzarof,2010,8/22/2010,0.56,4,12.3,25.6,sand,0,,25,0,0,0,1,0,0,
Kinzarof,2010,8/22/2010,0.56,4,12.3,25.6,sand,0,,30,0,0,0,0,0,0,"Caprellids on unk Chordariaceae, ""p""= present in sample coll"
Kinzarof,2010,8/22/2010,0.56,4,12.3,25.6,sand,0,,20,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.71,0,11.8,27.5,sand,0,,0,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.71,0,11.8,27.5,sand,0,,0,0,0,0,0,0,0,
Kinzarof,2010,8/3/2010,0.71,0,11.8,27.5,sand,0,,1,0,0,0,0,0,0,
Kinzarof,2010,8/2/2010,1.58,2,12.6,26.3,sand,0,,100,0,0,0,0,0,0,5 clumps of eelgrass in area
Kinzarof,2010,8/2/2010,1.58,2,12.6,26.3,sand,0,,100,0,0,0,0,0,0,5 clumps of eelgrass in area
Kinzarof,2010,8/2/2010,1.58,2,12.6,26.3,sand,0,,100,0,0,0,0,0,0,5 clumps of eelgrass in area
Kinzarof,2010,8/2/2010,1.58,2,12.6,26.3,sand,0,,100,0,0,0,0,0,0,5 clumps of eelgrass in area
Kinzarof,2019,8/7/2019,1.16,42,15.8,28.7,sand,0, ,100,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.16,42,15.8,28.7,sand,0, ,100,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.16,42,15.8,28.7,sand,0, ,100,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.16,42,15.8,28.7,sand,0, ,100,0,0,0,0,0,0,
Kinzarof,2019,8/6/2019,0.35,0,13.6,28.4,sand,0, ,1,0,0,0,0,0,0,
Kinzarof,2019,8/6/2019,0.35,0,13.6,28.4,sand,0, ,1,0,0,0,0,0,0,
Kinzarof,2019,8/6/2019,0.35,0,13.6,28.4,sand,0, ,1,0,0,0,0,0,0,
Kinzarof,2019,8/6/2019,0.35,0,13.6,28.4,sand,0, ,1,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.28,1,15.6,29.3,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.28,1,15.6,29.3,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.28,1,15.6,29.3,sand,0, ,5,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.28,1,15.6,29.3,sand,0, ,5,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.62,1,15.5,29.4,sand,0, ,0,0,0,0,0,0,0,Chlorophyll A at 1.0
Kinzarof,2019,8/7/2019,1.62,1,15.5,29.4,sand,0, ,0,0,0,0,0,0,0,Chlorophyll A at 1.0
Kinzarof,2019,8/7/2019,1.62,1,15.5,29.4,sand,0, ,0,0,0,0,0,0,0,Chlorophyll A at 1.0
Kinzarof,2019,8/7/2019,1.62,1,15.5,29.4,sand,0, ,0,0,0,0,0,0,0,Chlorophyll A at 1.0
Kinzarof,2019,8/6/2019,0.39,0,13.6,28.6,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/6/2019,0.4,0,13.3,28.7,sand,0, ,2,0,0,0,0,0,0,
Kinzarof,2019,8/6/2019,0.4,0,13.3,28.7,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/6/2019,0.4,0,13.3,28.7,sand,0, ,2,0,0,0,0,0,0,
Kinzarof,2019,8/6/2019,0.4,0,13.3,28.7,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,2.53,1,16,29.2,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,2.53,1,16,29.2,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,2.53,1,16,29.2,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,2.53,1,16,29.2,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/6/2019,0.36,0,13.8,28.9,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/6/2019,0.36,0,13.8,28.9,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,2.67, ,15.7,29.3,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,2.67, ,15.7,29.3,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,2.67, ,15.7,29.3,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,2.67, ,15.7,29.3,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.84, ,15.8,23.3,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.84, ,15.8,23.3,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.84, ,15.8,23.3,sand,0, ,0,0,0,0,0,0,0,
Kinzarof,2019,8/7/2019,1.84, ,15.8,23.3,sand,0, ,0,0,0,0,0,0,0,
Izembek,2008,8/2/2008,0.63,0,11.4,23.8,sand/mud,0,,0, ,0,0, ,0,0,
Izembek,2008,8/2/2008,0.63,0,11.4,23.8,sand/mud,0,,0, ,0,0, ,0,0,
Izembek,2008,8/2/2008,0.63,0,11.4,23.8,sand/mud,0,,0, ,0,0, ,0,0,
Izembek,2008,8/2/2008,0.63,0,11.4,23.8,sand/mud,0,,0, ,0,0, ,0,0,
Izembek,2008,8/4/2008,1.12,1,11.3,30.9,sand/mud,0,,5, ,0,0, ,0,0,LOTS OF SHELL FRAGMENTS IN NORTH Q
Izembek,2008,8/4/2008,0.29,0,13.8,30.9,sand/mud,0,,100, ,0,0, ,0,0,"ZM ANNUAL AND LOW DENSITY, BROKEN"
